PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,FareNew,FareGroup,AgeGroup
1274,1,3,1,27.0,0,0,14.5,S,1,14,10-20,Young Adult
1275,1,3,1,19.0,1,0,16.1,S,2,16,10-20,Young Adult
1276,0,2,0,27.0,0,0,12.875,S,1,13,10-20,Young Adult
1277,1,2,1,24.0,1,2,65.0,S,4,65,50-100,Young Adult
1278,0,3,0,24.0,0,0,7.775,S,1,8,0-10,Young Adult
1279,0,2,0,57.0,0,0,13.0,S,1,13,10-20,Senior
1280,0,3,0,21.0,0,0,7.75,Q,1,8,0-10,Young Adult
1281,0,3,0,6.0,3,1,21.075,S,5,21,20-30,Child
1282,0,1,0,23.0,0,0,93.5,S,1,94,50-100,Young Adult
1283,1,1,1,51.0,0,1,39.4,S,2,39,30-40,Senior
1284,0,3,0,13.0,0,2,20.25,S,3,20,10-20,Teenager
1285,0,2,0,47.0,0,0,10.5,S,1,10,0-10,Adult
1286,0,3,0,29.0,3,1,22.025,S,5,22,20-30,Young Adult
1287,1,1,1,18.0,1,0,60.0,S,2,60,50-100,Teenager
1288,0,3,0,24.0,0,0,7.25,Q,1,7,0-10,Young Adult
1289,1,1,1,48.0,1,1,79.2,C,3,79,50-100,Adult
1290,0,3,0,22.0,0,0,7.775,S,1,8,0-10,Young Adult
1291,0,3,0,31.0,0,0,7.7333,Q,1,8,0-10,Adult
1292,1,1,1,30.0,0,0,164.8667,S,1,165,>100,Young Adult
1293,0,2,0,38.0,1,0,21.0,S,2,21,20-30,Adult
1294,1,1,1,22.0,0,1,59.4,C,2,59,50-100,Young Adult
1295,0,1,0,17.0,0,0,47.1,S,1,47,40-50,Teenager
1296,0,1,0,43.0,1,0,27.7208,C,2,28,20-30,Adult
1297,0,2,0,20.0,0,0,13.8625,C,1,14,10-20,Young Adult
1298,0,2,0,23.0,1,0,10.5,S,2,10,0-10,Young Adult
1299,0,1,0,50.0,1,1,211.5,C,3,212,>100,Adult
1300,1,3,1,27.0,0,0,7.7208,Q,1,8,0-10,Young Adult
1301,1,3,1,3.0,1,1,13.775,S,3,14,10-20,Child
1302,1,3,1,27.0,0,0,7.75,Q,1,8,0-10,Young Adult
1303,1,1,1,37.0,1,0,90.0,Q,2,90,50-100,Adult
1304,1,3,1,28.0,0,0,7.775,S,1,8,0-10,Young Adult
1305,0,3,0,27.0,0,0,8.05,S,1,8,0-10,Young Adult
1306,1,1,1,39.0,0,0,108.9,C,1,109,>100,Adult
1307,0,3,0,38.5,0,0,7.25,S,1,7,0-10,Adult
1308,0,3,0,27.0,0,0,8.05,S,1,8,0-10,Young Adult
1309,0,3,0,27.0,1,1,22.3583,C,3,22,20-30,Young Adult
